StudentID,FirstName,LastName,Major,HighSchoolGPA,FamilyIncome,State,AvgDailyStudyTime,TotalAbsence
202304589,Alexander,Stennett,Computer Science,3.24,257759,GA,,21
202309065,Henry,Nylund,Computer Science,2.68,507897,GA,6.58,15
202304551,Lloyd,Makris,Computer Science,2.64,64847,SC,7.18,21
202307807,Marcus,Grinnell,Information Technology,3.13,162165,GA,7.85,20
202306790,Alfred,Orcutt,Software Engineering,2.34,49933,GA,1.08,24
202308392,Newell,Anand,Computer Science,3.16,34292,AL,6.24,21
202309499,Forrest,Jeansonne,Software Engineering,2.94,189460,GA,,19
202309203,Nolan,Rys,Information Technology,2.45,36565,TN,6.57,27
202304067,Sammie,Nieto,Data Science,2.55,75440,GA,6.55,30
202303451,Handy,Borst,Information Technology,3.1,30452,GA,5.69,15
202308126,Eliga,Larrea,Information Technology,2.71,52821,GA,3.76,13
202309653,Hoyt,Desmet,Software Engineering,3.59,25841,GA,9.98,7
202302561,Louise,Albro,Information Technology,2.92,48487,FL,5.5,18
202309576,Rutherford,Bari,Information Technology,3.32,403763,GA,5.6,7
202300561,Elbridge,Vereen,Data Science,3.18,106433,AL,4.78,20
202303521,Blanche,Sayers,Information Technology,2.93,313752,GA,4.36,19
202309446,Audie,Ludlum,Data Science,3.17,62008,GA,5.99,
202304302,Eldred,Ferrick,Computer Science,2.96,20803,SC,4.61,
202304558,Leroy,Illingworth,Software Engineering,3.54,45962,GA,9.23,
202307554,Jewel,Mcduff,Software Engineering,3.39,239515,FL,7.63,
202300409,Seth,Haile,Information Technology,3.06,20494,TN,6.12,
202306678,Lemuel,Bilyeu,Software Engineering,2.58,18660,GA,9.09,
202309533,Alice,Bramble,Software Engineering,2.9,43589,SC,7.89,
202303306,Morton,Andrew,Data Science,3.57,221456,AL,5.51,
202304554,Roswell,Rountree,Software Engineering,2.61,39761,GA,5.5,
202304896,Carlos,Canino,Data Science,4,20660,GA,4.13,
202303835,Blake,Kehl,Data Science,3.54,170736,FL,7.76,
202301048,Selmer,Colley,Information Technology,2.96,69004,SC,7.71,
202305809,Dudley,Cousins,Computer Science,3.29,173180,GA,6.09,
202308208,Dewey,Gamber,Information Technology,2.2,42239,GA,2.43,
202306044,Alden,Lamborn,Computer Science,1.76,22345,GA,2.86,32
202308505,Tomas,Bustillo,Computer Science,3.03,28231,GA,6.62,18
202306494,Colonel,Bull,Computer Science,2.71,125937,AL,10.63,16
202304379,Dennis,Loesch,Software Engineering,3.29,19126,TN,6.87,25
202302912,Bush,Hosier,Computer Science,2.68,30784,GA,7.52,20
202300440,Benjamine,Trousdale,Computer Science,2.54,36777,GA,5.78,21
202306367,Blaine,Hayner,Information Technology,2.77,206763,GA,6.37,21
202303591,Thurman,Holliday,Information Technology,1.92,43335,SC,2.43,31
202305479,Willis,Ihrig,Information Technology,2.88,107548,GA,5.37,21
202301341,Rolla,Totten,Information Technology,1.9,111060,GA,0,26
202308958,August,Zawadzki,Computer Science,2.77,65180,FL,8.26,16
202307840,Emmit,Headlee,Software Engineering,3.47,141729,AL,7.75,20
202309634,Sammie,Matlack,Software Engineering,3.63,34071,SC,9.53,22
202301877,Cedric,Visconti,Data Science,3.51,26140,GA,10.48,13
202306852,Shirley,Rhodes,Software Engineering,2.81,93972,GA,0.74,15
202300070,Wilmer,Mcmains,Information Technology,2.56,52812,GA,4.52,15
202309016,Horace,Figeroa,Software Engineering,3.75,187228,TN,6.24,14
202300897,Math,Berkeley,Data Science,,23116,FL,4.53,17
202309433,Jim,Swartz,Software Engineering,3.84,109044,GA,6.96,14
202305204,Roland,Alvidrez,Computer Science,2.85,107437,GA,7.7,12
202301832,Andrew,Dimond,Software Engineering,2.82,47958,AL,,12
202305705,Mack,Tigges,Data Science,2.8,128069,GA,3.69,23
202300183,Pedro,Marquez,Software Engineering,3.46,88553,SC,4.78,14
202302114,Manuel,Merideth,Computer Science,3.04,96515,GA,4.13,18
202309520,Ted,Matranga,Software Engineering,3.1,147274,FL,5.1,
202301065,Micheal,Ortego,Computer Science,3.68,111040,GA,4.65,7
202301336,Cecil,Sylva,Computer Science,2.37,116468,GA,6.08,32
202303330,Lou,Ehrman,Information Technology,2.79,164978,SC,8.91,16
202303230,Roland,Jacome,Computer Science,3.44,44139,GA,4.67,20
202300747,Carlos,Gilliam,Software Engineering,3.81,178249,TN,3.34,16
202303557,Adelbert,Hankinson,Data Science,3,399778,GA,1.27,20
202309396,Maxwell,Jeffers,Information Technology,2.97,132238,FL,6.58,14
202302562,Cleo,Treadway,Computer Science,2.77,114753,SC,6.6,23
202300703,Lonnie,Sarkis,Software Engineering,2.95,38424,GA,10.8,17
202301068,Calvin,Connally,Information Technology,2.5,172993,GA,6.59,27
202301007,Pleas,Cravey,Information Technology,2.97,155522,GA,4.17,24
202309674,Alf,Magno,Information Technology,2.89,183470,GA,5.64,25
202309819,Nolan,Dorrell,Software Engineering,2.54,37565,SC,7.51,31
202300442,Ronald,Alfred,Computer Science,3.02,331912,AL,6.59,14
202302209,Freddie,Heflin,Software Engineering,2.4,61649,GA,10.08,14
202301812,Benjaman,Arciniega,Data Science,2.65,44306,GA,7.5,24
202300230,Elden,Tennyson,Software Engineering,3.06,35956,GA,9.37,21
202309209,Dixie,Chatfield,Software Engineering,4,208110,TN,8.64,9
202305564,Orrin,Brogden,Software Engineering,2.98,41207,GA,8.74,25
202303270,Abner,Churchman,Information Technology,2.62,194911,GA,5.74,12
202301287,Virgil,Dembowski,Information Technology,2.81,47243,FL,5.88,10
202301593,Eli,Mcpeters,Information Technology,2.83,55901,GA,3.5,23
202301316,Fitzhugh,Waldeck,Software Engineering,2.66,60773,AL,4.61,23
202302948,Haywood,Godley,Data Science,2.89,81465,GA,7.2,22
202301096,Jonas,Stoehr,Data Science,2.85,31264,GA,4.96,18
202307452,Elmore,Scheeler,Information Technology,2.33,43576,GA,3.33,30
202304032,Beverly,Bittinger,Computer Science,2.83,378248,GA,7.59,13
202307455,Barnett,Barnhart,Data Science,2.94,94686,FL,4.9,21
202309190,Wilson,Britten,Information Technology,3.51,131260,GA,7.85,13
202309401,Lorenzo,Ivanov,Software Engineering,2.49,36614,GA,5.55,24
202303479,Ollie,Landrum,Software Engineering,3.13,52374,TN,6.94,15
202308526,Winfield,Shambaugh,Software Engineering,,43670,AL,5.28,17
202308798,Griffin,Wehner,Information Technology,2.64,53744,SC,1.84,22
202300082,Ammon,Cardiel,Software Engineering,2.88,70718,GA,6.28,23
202309988,Alfredo,Weatherspoon,Software Engineering,3.34,52509,FL,7.19,13
202306948,Ewing,Dearing,Data Science,2.48,172348,GA,4.88,23
202306926,Essie,Pompa,Information Technology,3.49,305324,GA,3.22,18
202304455,Duncan,Scheller,Information Technology,2.1,86062,SC,4.57,22
202302436,Arch,Macha,Software Engineering,2.79,126572,GA,3.84,18
202300317,Joe,Stahr,Computer Science,2.89,176979,,6.56,21
202306439,Clarence,Buerger,Software Engineering,3.69,120127,AL,6.1,15
202304466,Bruno,Stice,Software Engineering,3.81,58285,FL,6.94,9
202300261,Cameron,Isola,Information Technology,3.34,100226,SC,1.23,17
202302252,Larkin,Fonner,Software Engineering,3.38,152703,TN,7.12,15
202308044,Columbus,Henze,Software Engineering,2.98,48601,GA,9.04,16
202306626,Richmond,Braden,Information Technology,2.22,72265,GA,4,25
202305571,Verne,Horak,Information Technology,2.44,86507,GA,5.27,22
202302663,Gaylord,Walls,Information Technology,3.84,142496,SC,,12
202306829,Wallace,Eaton,Data Science,3.2,45413,FL,7.28,
202301760,Santiago,Dejarnette,Data Science,3.23,31365,AL,5.62,
202302123,Lynn,Mager,Information Technology,3.72,37732,GA,7.14,
202301903,Evan,Markos,Computer Science,2.99,509490,GA,6.71,
202304258,Gerald,Hundley,Information Technology,2.83,23575,SC,5.16,
202306598,Phillip,Donnelly,Data Science,3.69,70353,GA,6.12,
202302587,Buck,Nealey,Information Technology,3.64,105044,GA,,
202306098,Van,Ortman,Information Technology,3.02,36626,FL,2.68,
202301617,Nat,Cardarelli,Data Science,3.11,94611,TN,8.37,15
202304603,Clark,Abramowitz,Data Science,2.25,38395,SC,7.78,23
202300279,Martha,Deng,Computer Science,2.24,23328,AL,,22
202308384,Ellis,Peraza,Computer Science,2.83,17378,GA,6.55,12
202303981,Hector,Ellingsworth,Information Technology,3.14,517518,GA,5.99,16
202301986,Leslie,Hellmann,Data Science,3.55,388811,GA,8.19,12
202304935,Burton,Springstead,Information Technology,2.84,88715,FL,2.02,20
202308330,Dolphus,Difiore,Software Engineering,3.61,206317,GA,7.81,13
202308769,Alphonse,Gagliardi,Software Engineering,,22039,GA,3.52,13
202300191,Lloyd,Segars,Computer Science,2.93,517832,GA,,14
202301634,Patrick,Sliger,Data Science,1.94,30738,GA,5.13,18
202308557,Dick,Bevis,Computer Science,2.4,135740,AL,2.96,20
202304115,Sterling,Luth,Computer Science,4,39198,GA,10.54,14
202304122,Talmage,Cauble,Software Engineering,2.2,120077,TN,1.87,22
202306484,Boss,Bommarito,Information Technology,3.12,109369,GA,8.67,16
202300981,Fitzhugh,Stalder,Data Science,2.75,62371,GA,3.7,23
202306078,Gabriel,Cousino,Information Technology,4,75207,SC,7.89,16
202308912,Rose,Arvidson,Software Engineering,3.16,54316,GA,9.08,13
202302897,Isiah,Kestler,Software Engineering,3.19,69260,GA,7.01,19
202301966,Ike,Bendel,Computer Science,3.97,89230,GA,7.9,13
202302020,Oneal,Plouffe,Software Engineering,3.02,75820,AL,4.25,20
202308576,Hyman,Laramore,Data Science,2.67,31803,SC,3.17,23
202309374,Edmund,Haden,Data Science,2.47,62097,GA,5.27,25
202303485,Millard,Friar,Data Science,3.23,120927,GA,8.29,15
202302188,Arch,Race,Data Science,3.11,225850,GA,3.77,14
202304277,Arch,Stoll,Information Technology,3.36,35422,GA,5.91,
202305920,Walker,Broxton,Software Engineering,3.62,44148,TN,5.8,
202306972,Eben,Kimber,Data Science,3.92,79307,FL,4.57,
202304530,Alpheus,Thurston,Computer Science,3.48,113422,GA,5.25,
202306184,Dominick,Gilyard,Computer Science,2.67,149038,AL,3.24,
202306542,Carol,Puma,Information Technology,2.96,133912,GA,4.53,
202303582,Irving,Cardona,Computer Science,3.21,41144,SC,,24
202305132,Eric,Dowe,Software Engineering,2.58,91672,GA,3.75,22
202304308,Chas,Espina,Software Engineering,2.21,407373,GA,1.88,32
202300075,Carson,Faris,Software Engineering,3.08,68001,FL,6.21,15
202300980,Adam,Dakin,Data Science,2.52,85845,GA,1.56,25
202308851,Orley,Teixeira,Software Engineering,2.97,64726,SC,3.32,18
202300069,Eva,Wirtz,Information Technology,2.83,74751,GA,4.8,9
202306954,Lewis,Horsman,Software Engineering,,477512,AL,0.07,12
202304187,Theophile,Lucca,Software Engineering,3.8,108463,TN,9.08,19
202302463,Maurice,Krist,Computer Science,2.72,63187,GA,7.22,18
202303824,Edmond,Casas,Information Technology,3.39,72486,FL,8.26,18
202302428,Bishop,Titsworth,Data Science,2.15,69459,GA,4.63,30
202308608,Burt,Blassingame,Software Engineering,3.17,45189,GA,4.75,18
202302615,Pink,Kolberg,Information Technology,2.55,155046,GA,6.99,
202301671,Merritt,Rinaldo,Software Engineering,3.21,153629,GA,8.35,
202306812,Alvie,Lou,Computer Science,2.84,67309,SC,,
202301541,Thorwald,Brantley,Software Engineering,3.04,50324,AL,5.72,
202300885,Jimmy,Marchand,Information Technology,2.43,63750,FL,5.77,
202309021,Elijah,Wellington,Computer Science,2.36,395839,GA,3.77,
202308785,William,Pilcher,Computer Science,3.02,381873,WA,5.16,
202301335,Gee,Lovelady,Information Technology,3.16,74850,SC,12,
202301531,Reid,Pullum,Computer Science,2.42,36224,TN,7.36,30
202301717,Hollis,Hottinger,Software Engineering,2.13,56416,GA,1.87,23
202301743,Bradford,Stockwell,Data Science,2.97,265735,GA,9.97,20
202302480,Meyer,Hays,Information Technology,3.14,32203,FL,6.96,20
202307044,Denis,Curd,Information Technology,3.73,329965,AL,9.98,19
202302614,Earle,Marcus,Computer Science,2.64,56674,GA,8.12,26
202300227,Elwin,Yanes,Software Engineering,2.83,24884,GA,9.54,22
202302329,Mart,Quay,Software Engineering,2.89,33872,GA,6.34,16
202305332,Hardy,Bosler,Software Engineering,3.23,114491,GA,5.26,17
202305056,Hartwell,Pasillas,Software Engineering,3.15,66819,SC,7.38,11
202301184,Patsy,Gerhardt,Information Technology,2.98,182328,FL,5.7,17
202300072,Cleveland,Zanders,Data Science,3.21,27333,GA,7.51,17
202305588,Alfonso,Ahlers,Information Technology,3.1,52571,GA,6,16
202304496,Ed,Biggins,Software Engineering,3.8,37052,TN,11.19,25
202306987,William,Brookshire,Information Technology,2.62,36756,SC,9.99,14
202307201,Waldo,Overby,Computer Science,3.33,94153,GA,5.18,10
202308909,Dean,Paschal,Data Science,3.04,253979,GA,4.04,23
202302514,Ollie,Clendenin,Software Engineering,2.47,266456,FL,4.22,15
202302009,Jack,Middlebrook,Information Technology,3.54,173117,GA,6.46,2
202302182,Bruno,Grinder,Software Engineering,3.48,44172,SC,4.83,8
202303646,Elbert,Yoder,Computer Science,2.43,619108,GA,8.04,19
202308285,Festus,Bishop,Computer Science,3.54,46635,GA,4.98,18
202309493,Gary,Shaub,Software Engineering,,69459,AL,11.56,22
202300029,Madison,Farney,Information Technology,3.4,171927,GA,6.24,20
202301463,Stephen,Maes,Software Engineering,2.54,31730,FL,3.34,12
202301846,Hayward,Gayton,Information Technology,3.01,68022,GA,3.87,17
202309945,Hans,Blume,Computer Science,2.39,90581,TN,1.64,23
202309402,Roosevelt,Escobedo,Computer Science,2.59,,GA,6.43,26
202301594,Ollie,Arnold,Data Science,2.69,174862,GA,2.74,20
202306624,Wilbur,Rohner,Software Engineering,2.21,200188,SC,5.32,25
202302689,Henery,Herren,Data Science,2.67,112392,GA,1.64,23
202305647,Garfield,Casco,Computer Science,3.94,121996,AL,10.63,16
202300868,Emilio,Phair,Data Science,2.61,110204,GA,5.91,17
202302848,Boyd,Lesley,Data Science,2.2,110803,GA,4.91,24
202308753,Lillie,Mcinturff,Data Science,3.05,77066,SC,7.47,13
202306104,Albert,Mcroy,Information Technology,3.35,,GA,8.64,12
202305490,Hans,Guglielmo,Data Science,3.04,74093,GA,8.89,18
202300004,Vincent,Juarez,Information Technology,2.83,58363,GA,,13
202308701,Tomas,Halfmann,Data Science,3.19,72292,FL,7.77,18
202303375,Phil,Hickok,Data Science,2.87,60698,TN,6.52,16
202300125,Thurman,Grosz,Software Engineering,2.76,220265,AL,5.54,17
202309484,Edna,Raine,Computer Science,2.92,256414,GA,3.71,15
202305337,Elizah,Coby,Software Engineering,3.19,93745,GA,8.62,22
202305150,Wesley,Carnahan,Data Science,3.64,,GA,6.79,12
202302419,Irving,Andes,Information Technology,2.55,173159,SC,6.18,22
202308862,Loyal,Kearney,Data Science,3.7,30333,FL,8.24,18
202302844,Jean,Deak,Computer Science,3.21,25995,GA,,
202305494,Wylie,Trang,Data Science,3.09,71635,GA,5.07,
202304493,Bailey,Garibay,Data Science,3.49,362412,GA,3.94,
202306262,Odell,Kilian,Software Engineering,3.93,,AL,,
202303518,Myron,Murawski,Software Engineering,3.02,334194,GA,6.27,
202301182,Jewel,Noah,Software Engineering,2.35,73098,GA,6.03,20
202302588,Merle,Agard,Software Engineering,3.01,571940,TN,6.12,13
202301459,Emmitt,Harton,Computer Science,2.49,312152,GA,4.9,26
202304304,Samuel,Arizpe,Software Engineering,3.32,20855,SC,3.99,22
202303135,Nels,Harned,Software Engineering,3.44,357198,GA,4.51,
202305202,Patrick,Hindman,Data Science,2.16,138147,GA,5.69,
202302458,Raymond,Standish,Information Technology,3.33,52645,GA,4.72,
202308283,Leopold,Kreiner,Information Technology,2.67,119922,AL,7.12,
202308583,Oral,Saville,Information Technology,2.43,73203,FL,0.29,
202302029,Millard,Evatt,Computer Science,3.2,76784,GA,8.77,
202304944,Mahlon,Veverka,Computer Science,2.65,124365,GA,6.49,
202306779,Lindsay,Magill,Software Engineering,3.49,518276,GA,11.25,
202308596,Miller,Dipalma,Software Engineering,2.95,21687,GA,5.4,
202305301,Doc,Carpino,Data Science,2.15,289260,SC,2.23,
202309695,Ferdinand,Dearman,Computer Science,2.63,20114,TN,8.09,32
202307409,Jess,Gerhart,Information Technology,3.13,159789,FL,4.34,17
202302509,Lillian,Thaler,Software Engineering,3.28,84711,AL,5.7,11
202307819,Jackson,Mishoe,Computer Science,2.21,35728,GA,2.38,29
202308381,Robin,Burriss,Software Engineering,2.58,157123,SC,1.81,18
202300059,Lige,Brandy,Information Technology,2.31,44578,GA,6.07,30
202307724,Abe,Hymes,Software Engineering,3.19,48340,GA,3.75,8
202309050,Reuben,Guerra,Computer Science,3.35,60638,GA,3.72,19
202306570,Lucious,Hudson,Data Science,3.65,253682,FL,10.42,20
202304151,Elie,Santiesteban,Computer Science,3.31,1562033,SC,5.29,20
202309538,Ewin,Holsclaw,Computer Science,2.97,66602,GA,4.31,17
202309445,Omar,Chiodo,Computer Science,3.21,45602,AL,7.78,11
202302647,Monroe,Sexton,Information Technology,3.21,204198,GA,8.09,11
202305509,Nicholas,Colarusso,Data Science,2.75,79983,TN,5.86,10
202309213,Chester,Vo,Information Technology,3.17,242310,SC,11.18,18
202301838,Ambrose,Mullin,Software Engineering,3.22,333136,FL,9.08,19
202308430,Austin,Acuff,Information Technology,3.93,25619,GA,8.04,12
202305019,Clement,Boehler,Software Engineering,3.65,249723,GA,7.34,4
202305302,Ellie,Cundiff,Computer Science,2.62,49880,GA,2.28,19
202309321,Wilburn,Rencher,Computer Science,2.78,60679,SC,3.26,16
202308334,Son,Liston,Computer Science,2.95,129852,AL,1.33,13
202308826,Hosea,Westberry,Computer Science,2.37,374066,GA,8.28,
202300791,Newell,Shortridge,Software Engineering,,74680,FL,2.33,
202305341,Stuart,Ruf,Information Technology,3.6,21370,GA,7.65,
202307102,Hans,Snead,Data Science,3.1,18160,SC,6.65,
202309489,Abe,Kontos,Software Engineering,3.38,35997,GA,7.85,
202306831,Milo,Mauck,Information Technology,2.46,53460,TN,9.25,
202308465,Elwyn,Henery,Software Engineering,3.74,73340,NY,7.57,
202308055,Alphonse,Geddings,Software Engineering,3.4,180894,GA,5.58,11
202309228,Vernie,Hazelwood,Computer Science,2.42,94386,AL,4.14,14
202305229,Frank,Woolford,Information Technology,2.91,151439,GA,5.59,15
202305737,Bertha,Seaberg,Information Technology,2.56,38743,GA,8.1,30
202306274,Eddie,Altland,Information Technology,3.42,332870,GA,6.21,15
202304382,Beecher,Hertz,Computer Science,3.8,257768,GA,9.23,17
202303143,Annie,Gottfried,Computer Science,3.4,174054,SC,8,13
202302346,Alfonso,Fike,Computer Science,3.62,46652,GA,5.19,16
202305591,Green,Hannum,Data Science,2.61,,FL,5.5,7
202308893,Matthew,Parisi,Computer Science,3.04,98072,GA,,21
202301679,Pedro,Kennington,Computer Science,2.53,135219,AL,3.73,21
202309156,Clifton,Ast,Software Engineering,2.6,83147,TN,5.63,29
202306641,Willian,Mcdermott,Software Engineering,2.94,43582,GA,5.5,18
202307019,Jason,Vallejos,Data Science,3.6,39456,GA,2.57,17
202300941,Hart,Gerst,Data Science,2.73,160319,GA,5.88,16
202305974,Russel,Burgess,Software Engineering,3.89,218174,FL,4.97,5
202303659,Patrick,Holz,Data Science,2.75,,SC,10.95,16
202309536,Willie,Stith,Information Technology,3.36,71815,GA,5.82,27
202300252,Nelson,Goodling,Software Engineering,2.11,123270,GA,3.32,20
202302821,Reinhold,Moyer,Software Engineering,3.79,82019,AL,,2
202302014,Colin,Pickles,Information Technology,3.99,32447,GA,9.4,13
202302017,Timothy,Sarmiento,Software Engineering,3.16,122798,SC,10.32,21
202304269,Samuel,Wiegel,Data Science,2.86,41933,FL,7.05,16
202304331,Milford,Michie,Computer Science,2.21,38482,GA,1.92,16
202302429,Pleasant,Suiter,Information Technology,,,TN,7.86,10
202308846,Baldwin,Olvera,Software Engineering,2.12,108500,GA,4.63,29
202307549,Emery,Swartout,Software Engineering,2.96,52156,SC,5.49,22
202305482,Laura,Bolstad,Software Engineering,2.73,175798,GA,,29
202304037,Maurice,Buechler,Data Science,2.61,173233,AL,6.26,18
202303509,Grace,Hendrixson,Information Technology,2.77,159147,FL,7.03,16
202307373,Nick,Candy,Software Engineering,2.99,160246,GA,5.54,14
202301947,Simpson,Mouser,Data Science,3.81,66983,SC,6.86,21
202306814,Jewel,Biondi,Software Engineering,2.72,35465,GA,2.12,27
202304933,Colonel,Kile,Data Science,3.16,65486,GA,4.45,21
202309924,Palmer,Segundo,Software Engineering,2.75,263997,GA,3.52,23
202305348,Andres,Sturgeon,Software Engineering,3.22,51154,GA,3.61,14
202304690,Lucious,Mooring,Data Science,3.58,109999,,8.16,22
202308408,Harland,Yamamoto,Data Science,3.05,132300,TN,4.5,24
202309628,Urban,Hoth,Computer Science,2.88,110472,GA,3.69,11
202301622,Harris,Pride,Computer Science,4,69995,GA,8.24,11
202300292,Pedro,Brucker,Computer Science,3.03,414790,GA,3.75,13
202305076,Donald,Alaimo,Computer Science,2.99,299554,SC,4.58,16
202306334,Columbus,Lindblad,Information Technology,2.05,66496,GA,6.02,24
202300104,James,Houdek,Information Technology,3.64,101414,FL,6.63,15
202307533,Franklin,Reuben,Information Technology,2.06,217237,GA,5.71,15
202304722,Ocie,Eppler,Data Science,2.43,32974,GA,,27
202307094,Henery,Catalano,Information Technology,3.59,81401,AL,8.86,16
202300714,Freddie,Rohrs,Information Technology,3.33,63935,GA,4.68,
202309922,Calvin,Plaster,Computer Science,2.6,262228,GA,5.34,
202306229,Spencer,Portell,Computer Science,3.32,134521,GA,8.52,
202308568,Ferdinand,Funes,Data Science,2.98,136248,TN,6.08,
202307695,Vester,Gartner,Information Technology,3.32,29177,SC,7.66,
202304212,Ancel,Poor,Data Science,2.34,129131,GA,3.67,
202301762,Alfred,Pancoast,Data Science,3.72,28486,GA,8.43,
202309966,Mills,Rapoza,Information Technology,3.22,203724,GA,5.07,
202302065,Alvah,Ellerbe,Software Engineering,1.94,36093,AL,2.62,31
202305169,Irwin,Cossio,Software Engineering,2.99,36787,SC,9.43,16
202309170,Clem,Whisman,Data Science,3.17,31980,FL,3.14,20
202308314,Kirk,Dominguez,Software Engineering,2.49,234448,GA,3.75,26
202301674,Dwight,Toll,Computer Science,3.05,17922,GA,,
202301725,Sammie,Eaddy,Data Science,2.96,41334,GA,8.69,
202307632,Gus,Lowery,Data Science,2.42,140553,SC,2.79,
202300803,Leander,Burman,Data Science,2.94,160102,GA,8.82,
202300898,Palmer,Pittenger,Information Technology,3.23,189592,TN,,
202302401,Logan,Kahl,Software Engineering,3.62,347297,AL,6.8,
202305017,Malachi,Rushford,Data Science,2.24,43238,GA,2.81,
202304392,Gertrude,Rask,Software Engineering,2.46,113345,SC,4.92,23
202308028,Hilbert,Hickmon,Data Science,2.25,114869,GA,8.09,22
202300201,Newell,Woosley,Data Science,3.1,271902,GA,2.9,25
202302173,Seth,Barratt,Information Technology,3.23,65122,GA,6.53,14
202300282,Sampson,Virgen,Computer Science,2.55,55437,GA,2.96,23
202300185,Oral,Spicer,Information Technology,3.52,244009,FL,9.66,18
202305662,Loring,Toney,Computer Science,4,120255,GA,5.81,9
202300401,Cloyd,Given,Software Engineering,2.11,148651,AL,5.62,25
202304034,Dick,Klingbeil,Computer Science,2.65,54318,GA,2.29,15
202300076,Cloyd,Yelverton,Information Technology,3.15,121666,GA,7.06,10
202301854,Evert,Proudfoot,Software Engineering,3.24,157143,TN,5.03,17
202304244,Jim,Hoskin,Computer Science,3.11,555953,GA,6,30
